name,Control,CIP,FDR,AveExpr,P value,CTRL1,CTRL2,CIP1,CIP2,CTRL1 CPM,CTRL2 CPM,CIP1 CPM,CIP2 CPM
thrL,0,-1.17279596636443,0.00107974759647609,5.09424316899309,0.0000497026671393755,263,518,154,138,58.418,51.918,20.821,21.354
yhiD,0,-1.35292610781337,0.00107993670083366,5.50795230154205,0.000049956255548768,401,688,180,184,89.071,68.956,24.337,28.473
thiE,0,1.13790740242261,0.00108004425205369,8.01261518278184,0.0000502061387009087,981,1603,2666,2275,217.902,160.664,360.452,352.039
ybaT,0,-1.37102576635269,0.00108119993531868,6.51763961193324,0.0000508758870109456,849,1330,375,356,188.582,133.302,50.701,55.088
mdtF,0,-0.932576091310341,0.00108119993531868,6.77289342387057,0.000050995371098931,740,1588,520,501,164.370,159.160,70.306,77.526
ysgA,0,0.856920715153761,0.00108119993531868,8.64435286200452,0.0000508395042908794,1429,3190,3582,3368,317.413,319.724,484.298,521.173
ftsK,0,0.878229247117467,0.00108291566005622,9.75154387084442,0.0000513218532770409,3269,6373,8070,7048,726.118,638.746,1091.089,1090.625
trpB,0,0.938052834188372,0.00108879154230047,8.44126454751964,0.000052094107806213,1331,2447,3377,2847,295.645,245.255,456.581,440.552
gyrB,0,0.849804029514873,0.00108879154230047,10.0140332277425,0.00005208750850498,3685,8310,9464,8466,818.521,832.886,1279.562,1310.050
mppA,0,-1.08282378278859,0.00109239796416153,5.94187684462844,0.0000525143692522097,426,967,315,235,94.624,96.919,42.589,36.364
ompT,0,-0.841727318396336,0.00111789379355341,9.98773640167022,0.0000539935097566615,6570,14512,5333,4486,1459.343,1454.493,721.038,694.175
cfa,0,-0.9112981732978,0.00113163177129758,8.61733138572982,0.0000549317556967657,2709,5522,2112,1615,601.729,553.453,285.549,249.909
yfhL,0,-1.60006179932364,0.00113163177129758,3.98976864569747,0.000055170256423805,150,267,63,53,33.318,26.761,8.518,8.201
bssR,0,-0.995852845377615,0.00113333824737688,6.04067597547459,0.0000557674230227511,454,979,306,295,100.844,98.122,41.372,45.649
iap,0,-1.17693453248128,0.00113333824737688,5.04757970598407,0.0000557674375693385,231,547,156,129,51.310,54.824,21.092,19.962
ssb,0,0.8500752860422,0.00114362465539737,8.70256621867769,0.0000565329194731577,1461,3398,3780,3444,324.521,340.571,511.068,532.933
ymfK,0,-1.02644524239321,0.00116188602550521,5.60615741801865,0.0000580746872293485,332,747,235,206,73.745,74.870,31.773,31.877
mgtT,0,-2.83631591039466,0.00116188602550521,3.43065884479417,0.0000584895006036638,170,255,20,32,37.761,25.558,2.704,4.952
feoB,0,-1.36140255772416,0.00116188602550521,7.720668224526,0.0000584175868807692,1735,3389,751,961,385.382,339.669,101.538,148.707
yhjG,0,0.84961968633446,0.00116188602550521,8.10473510994018,0.0000583103278651312,960,2255,2536,2243,213.237,226.012,342.875,347.087
maoP,0,-0.968005038159329,0.00118331105052642,6.51650288143862,0.0000601046882807072,593,1420,466,383,131.719,142.322,63.005,59.266
thiG,0,1.1843982996497,0.00118331105052642,8.44415764485417,0.0000599563661885396,1324,2087,3685,3100,294.090,209.174,498.223,479.702
agaR,0,-1.08445217832996,0.00118387308452905,6.74554485744871,0.0000606701399327813,710,1761,466,487,157.707,176.500,63.005,75.360
glgX,0,0.842215188551924,0.00118387308452905,9.15606518673841,0.0000604473805669736,2179,4296,5233,4640,484.004,430.575,707.518,718.005
metN,0,-1.70245672199151,0.00119129075775707,5.20419104255109,0.0000615663746307457,287,786,174,100,63.749,78.778,23.525,15.474
ycgJ,0,-1.45652256103302,0.00119129075775707,5.16638048443273,0.0000615905425779166,341,546,145,131,75.744,54.724,19.604,20.271
ugpC,0,1.09300605792617,0.00119313814759709,5.54494984479439,0.0000624977124931811,169,315,483,394,37.539,31.571,65.303,60.969
ubiE,0,0.912307616630855,0.00119313814759709,8.15139703794227,0.0000623814818140165,956,2312,2832,2239,212.349,231.725,382.895,346.468
ytiC,0,-3.34138101609338,0.00119313814759709,2.03394004970944,0.000062468853229694,70,125,6,10,15.549,12.528,0.811,1.547
yjbE,0,-1.95478810490736,0.00120295347254567,3.96595720962749,0.0000632846271271193,180,280,59,42,39.982,28.064,7.977,6.499
ydeJ,0,-1.29474254452479,0.00120499452978886,4.31286403421999,0.000063665243864128,154,324,88,75,34.207,32.474,11.898,11.606
uspG,0,-1.48066671269397,0.00122085131787935,4.92365107059931,0.0000647798658466593,289,469,129,103,64.193,47.006,17.441,15.938
yebF,0,0.817103113628608,0.00122237822517436,8.97539153495333,0.0000651380686884297,1867,3973,4460,4163,414.702,398.202,603.006,644.193
gpmM,0,0.944655855736615,0.0012307872068692,9.50893485988793,0.0000658652564220253,2401,5930,7381,5754,533.316,594.346,997.934,890.388
yciE,0,-1.33925253611479,0.00125290767165908,5.5858869913735,0.0000673331333748756,422,726,230,161,93.736,72.765,31.097,24.914
blr,0,-2.213793135238,0.00125893916148477,4.01215457627171,0.0000679427483975907,215,300,50,44,47.756,30.068,6.760,6.809
csgG,0,-1.04237510332297,0.00126962373094017,5.51143058038884,0.0000688072724931294,306,716,216,195,67.969,71.762,29.204,30.175
aroF,0,-1.00267065546819,0.0012770915031757,8.4672218484532,0.00006950157840412,2274,5701,1870,1388,505.106,571.394,252.830,214.783
nusB,0,0.798892791546601,0.00127808007465321,7.9912127295191,0.0000701350063641899,937,2047,2356,1989,208.129,205.164,318.539,307.783
fliJ,0,1.81192181583537,0.00127808007465321,3.03820887765692,0.0000699065843130531,19,49,109,92,4.220,4.911,14.737,14.236
puuE,0,1.04799122884017,0.00128317473490687,5.61682361165,0.0000707055466173172,155,381,477,439,34.429,38.186,64.492,67.932
wzc,0,-1.54433178318011,0.0013338888941776,3.56917705612833,0.0000738024694284205,97,216,47,42,21.546,21.649,6.355,6.499
ydbA,0,-0.94263815792764,0.00134141542366937,6.82316347100433,0.0000745230790927428,732,1728,530,525,162.594,173.192,71.658,81.240
ruvB,0,0.971508190103057,0.00135300931017376,6.38176966164971,0.0000754752033272528,271,667,845,677,60.195,66.851,114.247,104.761
atpC,0,0.790747591427003,0.00135300931017376,9.29502464345652,0.0000757807935630199,2363,4979,5594,5077,524.875,499.030,756.326,785.627
mepS,0,-1.06420917354357,0.00135865062282456,8.59838774560039,0.0000765821066797525,3138,5152,1836,1631,697.020,516.369,248.233,252.385
glgA,0,0.808934681696085,0.00135865062282456,9.38810578902991,0.0000769488026229351,2576,5129,6084,5381,572.187,514.064,822.576,832.669
yhjR,0,-0.934804168500127,0.00135865062282456,6.59867709032961,0.0000770210103642039,679,1364,454,449,150.821,136.710,61.382,69.479
yigB,0,0.878952366841824,0.00138189868124815,6.51064626305552,0.0000786522832184324,322,721,881,723,71.523,72.264,119.114,111.879
pdxA,0,0.789528231448545,0.00138407754279773,7.62499378128834,0.0000790901453027276,743,1565,1799,1556,165.037,156.855,243.230,240.779
proW,0,-0.964504195474698,0.00138508518742887,7.31318701084929,0.000079461803269729,988,2568,775,697,219.457,257.383,104.782,107.855
yebV,0,-0.923609437624218,0.00139069352875523,8.14958346503792,0.0000801392688004465,2059,3829,1341,1319,457.350,383.769,181.307,204.105
ygiW,0,-0.889803281671089,0.00139069352875523,7.31173158279258,0.0000807296016692377,1001,2403,770,737,222.344,240.845,104.106,114.045
thiH,0,0.849447926783583,0.00139069352875523,9.52124997138945,0.0000807292679796261,2846,5426,6956,5825,632.160,543.831,940.473,901.375
puuA,0,1.06004688878609,0.00139657175325792,8.42416261182546,0.0000825988192274118,1020,2852,3307,3104,226.565,285.847,447.117,480.321
fliL,0,1.34941682573591,0.00139657175325792,4.20629601785874,0.0000821705175943474,53,127,219,166,11.772,12.729,29.609,25.687
hisB,0,0.899292866219375,0.00139657175325792,7.90168150427108,0.0000823469041758207,934,1699,2299,1922,207.462,170.286,310.832,297.415
xerC,0,0.814507882851964,0.00139657175325792,7.32364724643393,0.0000823483960326625,571,1313,1468,1282,126.832,131.598,198.478,198.380
fecA,0,0.95770889965921,0.00139657175325792,5.68278883827537,0.0000826542466213873,182,384,482,441,40.426,38.487,65.168,68.241
hdeD,0,-1.13773655699169,0.00140739408324689,6.87104269957951,0.0000836138888459605,968,1618,578,444,215.014,162.167,78.147,68.706
mreC,0,0.813176582983308,0.00141099208818839,7.9040140389039,0.00008414760072416,906,1860,2281,1836,201.243,186.422,308.398,284.107
rhlE,0,0.836841726531119,0.0014555173899572,8.25596739213533,0.0000876395296688747,1050,2565,2802,2482,233.228,257.082,378.839,384.071
lpp,0,-1.0322205595895,0.0014555173899572,14.1848020705611,0.0000874444180491752,133885,273493,80725,87365,29738.840,27411.359,10914.272,13519.074
ves,0,1.43595038041265,0.0014555173899572,3.89575850845323,0.0000881231617048919,50,86,170,141,11.106,8.620,22.985,21.819
priA,0,0.925339856029108,0.0014555173899572,6.64423010118328,0.0000879420907226785,384,714,978,799,85.295,71.562,132.229,123.639
argA,0,-1.3966275441235,0.00145879144276132,6.5350565783271,0.0000886521783809602,679,1720,482,281,150.821,172.390,65.168,43.483
yciG,0,-1.52309488876801,0.00146580490883577,5.90789507142554,0.0000894107756183271,609,892,223,229,135.272,89.402,30.150,35.436
puuB,0,1.09818478963355,0.00146712871240277,5.83651552423708,0.0000901568891295127,197,399,519,558,43.758,39.991,70.170,86.346
tcyL,0,0.96434839374772,0.00146712871240277,5.85312824426545,0.0000899866144048864,216,412,564,475,47.978,41.293,76.255,73.503
lpxK,0,0.836096075299253,0.00146782212196425,6.69767397844804,0.0000905323394953008,386,807,980,814,85.739,80.883,132.499,125.960
ribE,0,0.829138221756761,0.00148114848130257,7.35950496572107,0.0000919441314131929,575,1355,1473,1358,127.720,135.807,199.154,210.140
cusS,0,0.771915533938276,0.00148114848130257,8.3618265525565,0.0000920260054142641,1259,2597,3025,2540,279.652,260.289,408.989,393.046
matP,0,-1.15715598942257,0.00148585388570624,4.78796878924816,0.0000931342179163366,202,432,118,120,44.869,43.298,15.954,18.569
glpK,0,0.963691051192948,0.00148585388570624,5.76529294907948,0.0000933291442949269,203,388,519,457,45.091,38.888,70.170,70.717
hemE,0,0.7673216635133,0.00148585388570624,7.76078389371828,0.0000927510056057995,822,1734,1960,1698,182.585,173.793,264.998,262.753
yedF,0,-3.29751127159447,0.00149438334632976,1.28066801530862,0.0000942037574330326,38,78,5,4,8.441,7.818,0.676,0.619
hisH,0,1.04278906738036,0.00150312721692339,6.40662358302192,0.0000950958035196432,316,577,907,670,70.191,57.831,122.629,103.677
yrbL,0,-0.756179154148914,0.00155048033605905,8.82969633393041,0.0000984431959402574,2887,6248,2372,2149,641.267,626.218,320.702,332.542
gmd,0,-1.61189457439747,0.0015705803954438,3.37211420473443,0.000100075530866147,83,199,39,37,18.436,19.945,5.273,5.725
rmf,0,-1.70498089555048,0.00158176795824396,9.03128333372916,0.000101864421800745,6212,7363,2038,1725,1379.824,737.971,275.544,266.931
fliM,0,1.0904952224691,0.00158176795824396,5.18831764811453,0.000101604047632216,122,263,396,296,27.099,26.360,53.540,45.804
zapB,0,-0.897803157836343,0.00158176795824396,8.82381652175575,0.000101148633103921,2758,7169,2266,2019,612.613,718.527,306.370,312.425
yobF,0,-0.998977047615714,0.00164503630063109,9.84836363681264,0.000106809782824729,7182,12170,4282,4141,1595.282,1219.762,578.940,640.788
ppc,0,0.818256481600026,0.00164503630063109,11.3608692324348,0.000106518646035976,9243,21923,23989,21130,2053.076,2197.275,3243.388,3269.708
hflC,0,0.785287462237056,0.00164503630063109,9.52483688795609,0.000107057917977579,2877,5641,6744,5774,639.046,565.380,911.810,893.483
hisD,0,0.97473747920185,0.00167145310630564,7.9186701673604,0.000109156121228123,959,1611,2295,2073,213.015,161.466,310.291,320.781
ybdL,0,-1.5318754623535,0.00167152941237021,3.50449597391474,0.00010982291034951,88,214,47,39,19.547,21.449,6.355,6.035
dppB,0,0.904487358367064,0.00167152941237021,7.66662813584931,0.000109919167706885,788,1450,2034,1572,175.032,145.329,275.003,243.255
der,0,0.752541347016869,0.00169775940752367,9.17167489221559,0.000112029022129113,2134,4772,5266,4426,474.009,478.283,711.980,684.890
lspA,0,0.789273404673122,0.00172678046263764,7.10491477746278,0.000114727137313567,497,1133,1225,1115,110.395,113.557,165.624,172.538
hdhA,0,-0.762879636889949,0.00172678046263764,7.97267056453274,0.000114466550994979,1662,3323,1319,1172,369.167,333.054,178.333,181.358
hisC,0,1.07157843474444,0.00173519646135934,7.18673907229737,0.000115679764090623,576,918,1490,1225,127.942,92.008,201.453,189.559
ybdR,0,-1.45634543699667,0.00175207765594002,6.33934495201359,0.000117599770103911,818,1151,332,294,181.696,115.361,44.887,45.494
minD,0,-0.847664560328688,0.00175207765594002,7.9816742750794,0.000117578627651522,1532,3870,1310,1127,340.291,387.878,177.116,174.395
zitB,0,-0.971005431744832,0.001762296474427,5.57761991333391,0.000119084886480555,332,696,250,192,73.745,69.758,33.801,29.711
yfhH,0,-1.58465601740208,0.001762296474427,3.3948395678415,0.000118710271654275,96,180,42,35,21.324,18.041,5.679,5.416
atpA,0,0.78166498515186,0.00176394719417885,11.5187367255799,0.000119596419741378,10699,24163,27011,22787,2376.486,2421.783,3651.971,3526.116
yehE,0,-1.14580507505578,0.00182095739086889,5.20617872633678,0.000123874652440061,300,525,164,153,66.637,52.619,22.173,23.676
prmC,0,0.93764900015545,0.00182454310817268,5.51262551740025,0.000124532307383215,155,358,429,389,34.429,35.881,58.002,60.195
sufC,0,1.04457247607108,0.0018288563424901,6.88879611320295,0.000125241409395014,472,757,1161,1018,104.842,75.872,156.971,157.528
adhE,0,0.860932937801691,0.00186546032720633,11.7775355110363,0.000128234845554413,13705,25500,33811,27598,3044.186,2555.786,4571.353,4270.582
acs,0,0.831654536313906,0.00186546032720633,7.26388932051302,0.000128594090582931,594,1157,1488,1169,131.941,115.963,201.182,180.894
pepQ,0,0.856615047045,0.00187822081951828,8.56676815738515,0.0001298996258397,1258,3251,3507,3092,279.430,325.838,474.157,478.464
puuR,0,0.946586842602772,0.00191822093252821,6.86867517779974,0.000133101044297876,450,819,1033,1049,99.955,82.086,139.665,162.325
ynaJ,0,-1.05608624645144,0.00197354118427545,7.64972770712395,0.000137387107386069,1650,2626,974,826,366.502,263.196,131.688,127.817
aphA,0,-1.45007485696105,0.0019869735575871,3.87020519510849,0.000138772756402908,118,252,52,62,26.210,25.257,7.031,9.594
yagK,0,-1.4908690418027,0.00198951634953268,3.6650368497899,0.000139482466944401,106,218,45,52,23.545,21.849,6.084,8.047
allE,0,-1.14644070365829,0.00198951634953268,4.43506326415736,0.000140303760704005,163,329,104,83,36.206,32.975,14.061,12.844
yfdF,0,-2.00301406062012,0.00198951634953268,2.91422609817387,0.000140049730394811,84,142,23,24,18.658,14.232,3.110,3.714
ymfJ,0,-1.55270964228232,0.00199381090209688,3.42869624762568,0.000141058730488487,92.8673,187.539,38,42.2057,20.628,18.796,5.138,6.531
rpsR,0,0.729263150962977,0.00200033723822902,8.67922332894511,0.000141974048881107,1592,3284,3739,3099,353.619,329.145,505.524,479.547
thiC,0,0.78072184262445,0.00208391449077992,10.5186641105373,0.000148378492087278,5799,11130,13467,11438,1288.087,1115.526,1820.780,1769.944
sucB,0,0.884098388026551,0.00219935594437921,9.01182605791705,0.000157968230261867,2079,3581,4852,4218,461.792,358.913,656.006,652.704
ynaI,0,-1.55285434692127,0.00219935594437921,4.09445351738438,0.000157853947059487,169,267,63,63,37.539,26.761,8.518,9.749
uraA,0,-1.17744175332468,0.00219935594437921,6.74281615868541,0.000158094293507531,774,1735,594,353,171.923,173.894,80.311,54.624
phoA,0,-1.02856273190916,0.00225832098368111,5.06500789153051,0.000162844914469522,251,474,165,136,55.753,47.508,22.309,21.045
ecnB,0,-1.69409772918794,0.00226133222269753,8.73726404662074,0.000163574825179254,5146,5865,1579,1493,1143.041,587.831,213.486,231.030
gcvP,0,0.732342658639338,0.00226211571954602,7.13223220806015,0.000164144451304927,523,1165,1247,1092,116.170,116.764,168.598,168.979
cbl,0,-0.942459638291563,0.00226365743848416,5.18642462472442,0.000164769623073337,253,520,180,158,56.197,52.118,24.337,24.449
ycgL,0,-0.998785411290352,0.00242674532744561,5.00777450170446,0.000177190928670632,221,482,167,128,49.089,48.309,22.579,19.807
yfgG,0,-1.27505849217221,0.00243146025950111,6.31816707177929,0.000178086545083642,742,1087,350,307,164.815,108.947,47.321,47.506
yodD,0,-0.738806785669547,0.00243511789248162,7.58301906256685,0.000178906620672119,1202,2630,976,939,266.991,263.597,131.958,145.303
atpH,0,0.88240704332223,0.00244099623115695,9.68240601185593,0.000179892012500228,2653,7136,7749,6668,589.290,715.219,1047.689,1031.823
atoS,0,-1.11397822724758,0.00245972702364845,4.28822417011102,0.000181830160931835,137,308,90,81,30.431,30.870,12.168,12.534
hflK,0,0.722212271011031,0.00248861908967221,10.1579873365265,0.000184530259030116,4229,9660,9893,9049,939.355,968.192,1337.564,1400.264
lpxP,0,0.776260563775281,0.00252320693183519,9.89935300394193,0.000188151483906215,3436,8004,8104,8010,763.212,802.216,1095.686,1239.487
nfi,0,0.85490098136422,0.00252320693183519,6.88701441424982,0.000188239247295641,392,1007,1147,928,87.072,100.929,155.078,143.601
trpD,0,0.731181750595541,0.00257729138851907,7.16403741624348,0.000192992682256215,559,1145,1311,1080,124.166,114.760,177.251,167.122
yfiE,0,-1.05793616982555,0.00257729138851907,4.48625924785904,0.000193442959092928,155,345,104,96,34.429,34.578,14.061,14.855
ubiJ,0,1.14888921383556,0.00258216950001407,6.95640562200624,0.000194394619955708,331,1055,1321,1104,73.522,105.739,178.603,170.836
tatC,0,0.769026469898168,0.00260764733515626,6.96052227221463,0.000196903982450575,484,973,1174,932,107.507,97.521,158.728,144.220
hflD,0,1.13478603405931,0.00262524193076189,6.52587372780119,0.000198827846910311,368,556,996,757,81.741,55.726,134.662,117.140
yoeA,0,-1.42132502906502,0.00270788608494459,4.66864582881469,0.000205701097155655,246,374,112,86,54.642,37.485,15.143,13.308
fliO,0,1.9003755583342,0.00271548758306543,2.38452141704654,0.00020689429204308,11,31,70,62,2.443,3.107,9.464,9.594
htrE,0,-1.86646508906317,0.00271913821816623,2.69876616074381,0.000207937049926456,58,135,27,17,12.883,13.531,3.650,2.631
rnpA,0,0.736414682236447,0.00271913821816623,8.25804190222926,0.000208405604929748,1187,2445,2894,2243,263.659,245.055,391.278,347.087
fimB,0,-0.850145855318648,0.00272804707391868,6.05857771605631,0.000209707019967899,464,894,329,309,103.065,89.603,44.482,47.815
malQ,0,0.679385235868246,0.00275709075097497,8.19550058614005,0.000212595350894259,1149,2409,2607,2195,255.218,241.447,352.475,339.660
wecC,0,0.75840490360436,0.00275709075097497,8.21759068694471,0.000213190010449538,1040,2592,2716,2300,231.007,259.788,367.212,355.908
mgtA,0,-0.787222940427029,0.00276497047475756,6.92116276634169,0.000214426281715892,780,1678,684,516,173.255,168.181,92.479,79.847
fliN,0,1.48730430719511,0.00278438089471073,3.79972191795236,0.000217258617817203,34,99,184,127,7.552,9.922,24.877,19.652
pgeF,0,0.777916817172287,0.00278438089471073,7.14753100300699,0.000217440762123122,494,1215,1328,1086,109.728,121.776,179.550,168.050
nepI,0,0.779383085156246,0.00278438089471073,6.15468734849083,0.00021782571625288,275,556,642,561,61.084,55.726,86.800,86.811
astA,0,1.44191882465322,0.00278639871018718,3.84100476332961,0.000219357154317445,49,81,142,157,10.884,8.118,19.199,24.295
yecF,0,-1.50353013656746,0.00278639871018718,3.17153690602199,0.000220510918334541,78,153,38,30,17.326,15.335,5.138,4.642
tyrA,0,-0.778117101072398,0.00278639871018718,7.93417853169991,0.000218704634327881,1454,3638,1332,1089,322.966,364.626,180.091,168.515
waaC,0,0.747401914526896,0.00278639871018718,7.13349312280423,0.000220369425455626,548,1108,1316,1042,121.723,111.051,177.927,161.242
glgB,0,0.772830759060902,0.00278917180530928,9.98155895344448,0.000221995306953188,4100,7514,9028,8062,910.701,753.105,1220.614,1247.534
rpoH,0,0.822732447024572,0.00278917180530928,9.74451389186415,0.000221647756342463,3184,6742,7107,7617,707.237,675.730,960.889,1178.673
sdiA,0,-0.793905115713108,0.00284892741802872,6.31257002236819,0.000228043396499804,518,1089,394,384,115.059,109.147,53.270,59.421
dapF,0,0.679196386361112,0.00284892741802872,7.53003863198491,0.00022798657322713,724,1520,1612,1410,160.817,152.345,217.947,218.187
spoT,0,0.735613522679477,0.00287793356436401,9.32963894860356,0.000231017796323097,2292,5600,5841,4906,509.104,561.271,789.721,759.166
lysC,0,0.90460445263515,0.00288677635254171,8.65752930162033,0.000232382223390546,1311,3422,4181,3041,291.202,342.976,565.284,470.572
yncE,0,0.887330618481011,0.00290623308407765,9.23960342747881,0.000234607477989035,1949,5235,5330,5269,432.916,524.688,720.633,815.338
livH,0,0.708133055038933,0.00290759637644637,7.87405303311029,0.000236036168428073,937,1857,2139,1745,208.129,186.121,289.199,270.026
rpoC,0,0.73528162732341,0.00290759637644637,12.8378033011361,0.000235603686457978,26818,62003,65094,56975,5956.875,6214.369,8800.912,8816.451
astC,0,1.44505782278334,0.00299899229878853,4.18455582019615,0.000244135654255121,68,96,183,193,15.104,9.622,24.742,29.865
ydeP,0,-1.28142207391908,0.00305709330510225,3.54602897556167,0.000249579343422016,87,194,50,46,19.325,19.444,6.760,7.118
gadW,0,-1.03240507186674,0.00305709330510225,7.94713847576631,0.000250251855587735,1997,3215,1081,1146,443.578,322.230,146.155,177.335
hisI,0,0.683516726644114,0.00306270709250187,7.43262814988383,0.000251405888318747,657,1456,1475,1353,145.934,145.930,199.425,209.367
ypjA,0,-1.00754837982028,0.00306570098928798,6.04600602141029,0.000252346816125065,525,875,332,267,116.614,87.699,44.887,41.316
yidD,0,0.809543436531231,0.00308972985915343,6.19994486806991,0.000255725940723584,252,623,688,578,55.975,62.441,93.020,89.441
rffH,0,0.7411109010544,0.00308972985915343,6.88888699071966,0.000255385872911767,478,912,1059,915,106.174,91.407,143.180,141.589
recF,0,0.688638629481596,0.0030953127681789,7.4801402394341,0.000256889903209405,711,1437,1598,1334,157.929,144.026,216.055,206.426
cueO,0,0.721483410288123,0.00309663673551964,9.22475586356013,0.000261212894696895,2211,5068,4992,4916,491.112,507.950,674.934,760.714
ydgK,0,-1.18292604616164,0.00309663673551964,5.08415866388613,0.000259818791682114,288,475,140,147,63.971,47.608,18.928,22.747
ygdR,0,-1.0966412189588,0.00309663673551964,7.5355629743263,0.00025914602724915,1576,2412,804,831,350.065,241.747,108.703,128.591
hslR,0,0.859217637304058,0.00309663673551964,5.28622902867756,0.000260833283840155,144,300,355,322,31.986,30.068,47.997,49.827
metJ,0,-0.923727235587333,0.00309663673551964,6.2042999465557,0.000259606901056206,443,1186,377,319,98.400,118.869,50.972,49.363
psd,0,0.714369705437002,0.00309663673551964,8.10169678761192,0.000260707561774823,984,2405,2435,2119,218.568,241.046,329.220,327.899
yifK,0,0.68578305762846,0.00314321131718284,7.44397175904845,0.000265854381249251,679,1432,1578,1284,150.821,143.525,213.351,198.689
osmB,0,-0.874439823512319,0.00317342018250138,7.27002708009866,0.000269313439719511,1119,2015,720,749,248.555,201.957,97.346,115.902
narQ,0,-0.909535887237085,0.00317342018250138,5.13824686442963,0.000269852879391799,242,498,186,146,53.754,49.913,25.148,22.592
glmS,0,0.804726230336563,0.00317342018250138,9.9443969678985,0.000270568251387872,3356,8557,9499,7415,745.442,857.642,1284.294,1147.415
narK,0,-1.56502667256591,0.0031925652772086,3.39681407524398,0.000273240895304557,97,175,35,43,21.546,17.540,4.732,6.654
rffG,0,0.703424609469267,0.0031925652772086,7.50846204106245,0.000273648452332166,661,1582,1622,1389,146.823,158.559,219.299,214.937
phr,0,0.653400140350994,0.00322344205826118,8.14431710338961,0.00027702597280748,1088,2411,2411,2173,241.669,241.647,325.975,336.255
cysP,0,-1.02824796918128,0.0032449393512873,7.78111383965328,0.000279609286505481,1372,3712,1215,811,304.752,372.042,164.272,125.496
fliF,0,1.1435429982327,0.00325941351276993,5.48316604360925,0.00028159558919849,131,349,530,352,29.098,34.979,71.658,54.469
fliH,0,1.59451175626582,0.00326991060542758,4.2567972329323,0.000283243957204838,37,152,240,208,8.219,15.234,32.449,32.186
glnG,0,0.771407324023877,0.00328553610950789,6.11924176117552,0.000285342478444789,255,570,654,525,56.641,57.129,88.423,81.240
ygaZ,0,-0.776119828548075,0.00331936796578224,6.49318970484176,0.000289033401102127,587,1224,508,386,130.386,122.678,68.683,59.731
yrbN,0,1.37246914773185,0.00332502369394155,5.32927623235218,0.000290279846296485,159,211,394,421,35.317,21.148,53.270,65.147
ugpE,0,1.06257257596913,0.00334281457213074,4.50312151828895,0.000292591026041375,86,150,217,200,19.103,15.034,29.339,30.948
kch,0,-1.2133737024365,0.0034063868150364,5.48860727924277,0.000299318865950102,404,610,191,184,89.737,61.138,25.824,28.473
yheT,0,0.764910249287153,0.0034063868150364,5.9358572559131,0.000299700245858078,237,481,554,475,52.643,48.209,74.903,73.503
malE,0,1.02753657476795,0.00342374955278133,5.53113930146043,0.00030200421225214,147,363,516,354,32.652,36.382,69.765,54.779
yaiT,0,-0.969919585988122,0.00356823985320828,5.09362418208585,0.000317723542409143,258,462,165,147,57.308,46.305,22.309,22.747
astB,0,1.15906990288293,0.00356823985320828,3.86498794662563,0.000317527716309579,52,95,143,134,11.550,9.522,19.334,20.735
rplI,0,0.652315989625068,0.00356823985320828,10.6833525669207,0.000317553552817819,6447,13767,14332,12339,1432.022,1379.824,1937.731,1909.367
osmY,0,-0.695617519434888,0.00356823985320828,11.0803046996449,0.000317986000524003,14224,27507,11825,10198,3159.467,2756.942,1598.777,1578.063
codA,0,-0.73408931231921,0.00357488173336848,7.63143608542646,0.000319388526745393,1173,2873,1111,885,260.549,287.952,150.211,136.947
ppsA,0,-0.912720921808742,0.00366978999903988,8.61301466132925,0.000329532163179091,2317,6440,2129,1587,514.657,645.461,287.847,245.576
wza,0,-2.31920507610408,0.00366978999903988,2.22589780907822,0.000329405368448038,61,96,16,10,13.549,9.622,2.163,1.547
csrA,0,-0.861009167082821,0.00368134644421066,10.0837359367466,0.000331404657222592,8017,13734,5186,5213,1780.754,1376.516,701.163,806.672
yagU,0,-0.880599515271835,0.00372868998584186,6.17722052237509,0.000338674668913443,511,981,406,288,113.504,98.323,54.892,44.566
gadB,0,-0.676335694214133,0.00372868998584186,9.37720716317729,0.000336690951976747,4310.14,8449.4,3759.2,3065.44,957.378,846.857,508.256,474.354
yhbE,0,0.663822341296454,0.00372868998584186,7.48733842320986,0.000338438798336173,729,1441,1561,1355,161.927,144.427,211.052,209.676
bcsZ,0,1.05029976257446,0.00372868998584186,4.09166867445566,0.000339048681252287,56,127,175,143,12.439,12.729,23.661,22.128
dtpA,0,-0.830048525532397,0.00373361647056277,5.39039884772191,0.000340343270105722,276,583,207,198,61.306,58.432,27.987,30.639
nrdD,0,0.678328616210351,0.0037453162287985,7.06320520527097,0.000342259056736008,516,1116,1214,980,114.615,111.853,164.137,151.648
opgB,0,-1.01669692680787,0.00376577580996459,5.99771093634267,0.000344982636559115,454,944,366,227,100.844,94.614,49.484,35.127
intF,0,-0.758708465494988,0.00378892504241442,6.88643946203003,0.000347962503895202,807,1517,596,575,179.253,152.044,80.581,88.977
yqiD,0,-1.50031754031686,0.00379159013770608,3.69713156195923,0.000349067028550718,127,198,48,49,28.210,19.845,6.490,7.582
dgcZ,0,-1.49902413197408,0.0039025492517778,5.30526761400135,0.000361052175674681,414,565,139,160,91.959,56.628,18.793,24.759
hisA,0,0.862865426090814,0.0039025492517778,6.71281593903052,0.000360378311902001,435,728,930,880,96.623,72.965,125.739,136.173
recJ,0,0.638571404558531,0.00393095870185944,7.74958406117044,0.000366261127829449,854,1797,1905,1573,189.692,180.108,257.562,243.410
